mid,m_id,name,UATYPE,m_pop,m_house_unit,m_land,m_water,m_lat_d,m_long_d,m_lat_r,m_long_r
m5491,5491,"Batavia, NY Urban Cluster",C,17834,7955,8.001,0.082,43.002665,-78.177406,0.7505380913821273,-1.3644531353683702
m5518,5518,"Batesburg-Leesville, SC Urban Cluster",C,5267,2403,5.79,0.049,33.908055,-81.510262,0.5918072026973258,-1.4226224460632182
m5545,5545,"Batesville, AR Urban Cluster",C,11513,4955,9.204,0.082,35.7706,-91.633541,0.6243147454138837,-1.599306995711217
m5572,5572,"Batesville, IN Urban Cluster",C,7734,3222,6.021,0.046,39.297786,-85.199674,0.6858757544441324,-1.4870148329258073
m5599,5599,"Batesville, MS Urban Cluster",C,7309,3027,8.24,0.0,34.30405,-89.942143,0.5987186192687608,-1.5697865316495703
m5653,5653,"Bath, NY Urban Cluster",C,7124,3428,4.279,0.099,42.34625,-77.31417,0.7390814883726486,-1.3493868249466243
m5680,5680,"Baton Rouge, LA Urbanized Area",U,594309,246028,366.794,4.534,30.427885,-91.038912,0.5310667776681948,-1.588928761833376
m5707,5707,"Battle Creek, MI Urbanized Area",U,78393,36200,53.021,1.365,42.31374,-85.197926,0.7385140818328255,-1.4869843245704824
m5734,5734,"Battlement Mesa, CO Urban Cluster",C,5071,2666,2.926,0.0,39.453934,-108.05174,0.6886010511645364,-1.8858586255088574
m5761,5761,"Battle Mountain, NV Urban Cluster",C,3520,1466,1.946,0.0,40.638336,-116.946269,0.7092727657317424,-2.0410974419729766
m5788,5788,"Baxley, GA Urban Cluster",C,5208,2397,5.672,0.008,31.771186,-82.346883,0.5545118029635272,-1.4372242371045458
m5815,5815,"Baxter Springs, KS Urban Cluster",C,5089,2383,4.395,0.0,37.021334,-94.737759,0.6461441717805224,-1.6534858205108904
m5842,5842,"Bayard, NM Urban Cluster",C,4309,2022,2.696,0.013,32.764665,-108.140268,0.5718512825629479,-1.8874037305890634
m5869,5869,"Bay City, MI Urbanized Area",U,70585,32513,40.328,1.609,43.608621,-83.890506,0.7611140187043421,-1.4641655408640581
m5896,5896,"Bay City, TX Urban Cluster",C,18745,8277,9.345,0.01,28.980702,-95.954928,0.5058086694393057,-1.6747294271140976
m5904,5904,"Bayfield, CO Urban Cluster",C,2578,1069,1.825,0.0,37.241913,-107.596729,0.6499940015912788,-1.8779171854260657
m5923,5923,"Bay Minette, AL Urban Cluster",C,7486,2854,5.743,0.054,30.883529,-87.775532,0.5390192656851518,-1.5319720360896432
m5958,5958,"Bealeton, VA Urban Cluster",C,6621,2328,3.684,0.012,38.567378,-77.786511,0.6731277299612256,-1.357630730588787
m5977,5977,"Beardstown, IL Urban Cluster",C,6530,2554,2.882,0.082,40.013734,-90.423739,0.6983714043172007,-1.578191967514005
m6004,6004,"Beatrice, NE Urban Cluster",C,12405,5943,6.715,0.066,40.267398,-96.743305,0.7027986763109796,-1.6884892015110928
m6031,6031,"Beaufort--Port Royal, SC Urban Cluster",C,48807,19864,45.903,5.04,32.421911,-80.716405,0.5658690967385673,-1.4087670276232136
m6058,6058,"Beaumont, TX Urbanized Area",U,147922,63365,91.682,1.108,30.11918,-94.127119,0.5256788590008257,-1.6428281419665123
m6076,6076,"Beaver, UT Urban Cluster",C,2882,1169,2.063,0.0,38.278839,-112.636173,0.6680917743908137,-1.965872075695939
m6085,6085,"Beaver Dam, KY Urban Cluster",C,6321,2699,4.18,0.015,37.398446,-86.874001,0.6527260178293033,-1.5162373518308465
m6112,6112,"Beaver Dam, WI Urban Cluster",C,17833,8063,7.882,0.028,43.465787,-88.83322,0.7586210951205485,-1.550432174148477
m6128,6128,"Becker, MN Urban Cluster",C,3898,1413,1.944,0.002,45.40383,-93.874419,0.792446326515777,-1.6384176949467226
m6139,6139,"Beckley, WV Urbanized Area",U,64022,29519,60.971,0.281,37.789182,-81.229955,0.6595456475353758,-1.4177301659968304
m6166,6166,"Bedford, IN Urban Cluster",C,14977,7333,11.736,0.001,38.856653,-86.501238,0.6781765311549321,-1.5097314101512347
m6186,6186,"Bedford, NY Urban Cluster",C,2679,930,3.922,0.055,41.175873,-73.651221,0.7186545562330351,-1.2854563045639906
m6193,6193,"Bedford, PA Urban Cluster",C,4693,2445,3.282,0.08,40.024894,-78.505088,0.6985661830617234,-1.3701722651678903
m6220,6220,"Bedford, VA Urban Cluster",C,6829,3192,6.71,0.011,37.338355,-79.525928,0.6516772320284874,-1.387989284303949
m6247,6247,"Beebe, AR Urban Cluster",C,6714,2872,4.395,0.0,35.069171,-91.893049,0.6120724998949123,-1.6038362647464828
m6261,6261,"Beecher, IL Urban Cluster",C,4148,1597,2.019,0.0,41.350979,-87.620537,0.7217107324730323,-1.5292668630155148
m6274,6274,"Beeville, TX Urban Cluster",C,18168,6295,12.164,0.0,28.389754,-97.732665,0.4954946811312303,-1.705756790998624
m6301,6301,"Belding, MI Urban Cluster",C,5789,2456,4.764,0.181,43.096485,-85.233029,0.7521755592863485,-1.48759698749781
m6335,6335,"Belfair, WA Urban Cluster",C,3331,1578,2.99,0.001,47.448543,-122.857433,0.8281333006241078,-2.1442667163983344
m6355,6355,"Belfast, ME Urban Cluster",C,3358,1998,2.647,0.161,44.423628,-69.005594,0.7753385742811435,-1.204374817594444
m6382,6382,"Belgrade, MT Urban Cluster",C,13797,5565,10.426,0.045,45.7824,-111.187577,0.7990536194650519,-1.9405893059647192
m6436,6436,"Bellefontaine, OH Urban Cluster",C,13235,6093,5.418,0.0,40.359148,-83.752872,0.7044000158996844,-1.461763374401368
m6463,6463,"Bellefonte, PA Urban Cluster",C,12888,5825,9.579,0.0,40.915292,-77.742364,0.7141065598148958,-1.3568602200839088
m6490,6490,"Belle Fourche, SD Urban Cluster",C,5240,2367,2.643,0.0,44.664941,-103.85024,0.7795502806590086,-1.812528616986316
m6517,6517,"Belle Glade, FL Urban Cluster",C,24870,7729,8.296,0.011,26.684083,-80.678914,0.46572510622544605,-1.4081126862333484
m6571,6571,"Belle Plaine, MN Urban Cluster",C,6174,2321,2.6,0.0,44.620047,-93.7646,0.7787667325446183,-1.6365009918154751
m6598,6598,"Bellevue, IA Urban Cluster",C,2543,1286,1.618,0.0,42.26479,-90.431551,0.7376597431639742,-1.5783283126351704
m6625,6625,"Bellevue, OH Urban Cluster",C,8413,3751,5.31,0.116,41.277074,-82.84458,0.7204208468893458,-1.4459106884318438
m6652,6652,"Bellingham, WA Urbanized Area",U,114473,50696,48.122,3.518,48.775245,-122.477024,0.8512886187169015,-2.1376273268441155
m6679,6679,"Bellows Falls, VT--NH Urban Cluster",C,5713,2699,3.919,0.17,43.124336,-72.449947,0.7526616509363213,-1.264490118045388
m6692,6692,"Bells, TN Urban Cluster",C,4758,2051,4.058,0.007,35.727033,-89.086115,0.6235543578186673,-1.5548460245603084
m6706,6706,"Bellville, TX Urban Cluster",C,4002,1776,2.287,0.01,29.946233,-96.260553,0.522660364419379,-1.680063589640505
m6733,6733,"Beloit, KS Urban Cluster",C,3295,1645,1.801,0.0,39.461193,-98.105959,0.6887277446149387,-1.7122720003765635
m6760,6760,"Beloit, WI--IL Urbanized Area",U,63835,26314,34.349,0.909,42.509483,-89.026108,0.7419304416705568,-1.553798704836064
m6770,6770,"Belterra, TX Urban Cluster",C,3731,1222,3.505,0.0,30.186312,-98.001969,0.5268505334342745,-1.7104570324874147
m6779,6779,"Belton, SC Urban Cluster",C,5443,2646,5.362,0.017,34.528131,-82.498225,0.6026295705099223,-1.439865653301099
m6787,6787,"Belvidere, NJ--PA Urban Cluster",C,3881,1863,2.247,0.021,40.825338,-75.071549,0.7125365663395568,-1.3102457046222566
m6814,6814,"Belzoni, MS Urban Cluster",C,4702,1771,2.301,0.0,33.181941,-90.490257,0.5791341226524997,-1.5793529256258463
m6841,6841,"Bemidji, MN Urban Cluster",C,14626,6213,11.247,0.017,47.480112,-94.883524,0.8286842836156698,-1.6560298996950598
m6868,6868,"Bend, OR Urbanized Area",U,83794,38921,39.712,0.217,44.04927,-121.312835,0.7688047945999625,-2.117308395678615
m6895,6895,"Bennettsville, SC Urban Cluster",C,13006,4758,8.383,0.494,34.628189,-79.685901,0.6043759120528827,-1.3907813398682418
m6922,6922,"Bennington, VT Urban Cluster",C,12723,5457,7.638,0.102,42.892667,-73.202052,0.7486182641115187,-1.2776168266160999
m6949,6949,"Benson, AZ Urban Cluster",C,4036,2328,2.504,0.002,31.961904,-110.293426,0.5578404600063457,-1.9249834270047195
m6976,6976,"Benson, MN Urban Cluster",C,3191,1582,1.743,0.0,45.316565,-95.602636,0.7909232649440241,-1.6685807717856616
m7003,7003,"Benson, NC Urban Cluster",C,3107,1520,2.545,0.005,35.383812,-78.546691,0.6175640213066799,-1.3708983744965972
m7030,7030,"Benton, IL Urban Cluster",C,7778,3757,4.268,0.013,37.999962,-88.918322,0.6632244525327294,-1.5519174842485093
m7057,7057,"Benton, KY Urban Cluster",C,4447,2090,4.603,0.014,36.851835,-88.359536,0.6431858561516846,-1.5421648287344605
m7084,7084,"Benton, LA Urban Cluster",C,5371,2118,4.512,0.305,32.658272,-93.714164,0.5699943744118735,-1.635620717553939
m7111,7111,"Benton City, WA Urban Cluster",C,4140,1569,2.427,0.026,46.277749,-119.487108,0.8076990904615133,-2.085443448286057
m7138,7138,"Benton Harbor--St. Joseph--Fair Plain, MI Urbanized Area",U,61022,28006,46.672,0.993,42.066309,-86.466585,0.7341955962113232,-1.5091266012055409
m7165,7165,"Berea, KY Urban Cluster",C,15590,6347,13.197,0.058,37.583562,-84.293019,0.655956901527425,-1.471190717996138
m7192,7192,"Berlin, NH Urban Cluster",C,11159,5570,5.459,0.2,44.458649,-71.17594,0.7759498060384845,-1.2422545012019326
m7219,7219,"Berlin, WI Urban Cluster",C,4891,2230,2.327,0.006,43.971548,-88.945505,0.7674482897987275,-1.552391917099079
m7246,7246,"Berne, IN Urban Cluster",C,5490,2494,4.547,0.159,40.606074,-84.944998,0.7087096876084639,-1.4825698981999982
m7273,7273,"Berrien Springs, MI Urban Cluster",C,7358,2687,4.961,0.202,41.950895,-86.340788,0.7321812419084267,-1.50693102936641
m7300,7300,"Berryville, AR Urban Cluster",C,4800,1984,3.994,0.0,36.370618,-93.565675,0.634787035085115,-1.6330290956009454
m7327,7327,"Berryville, VA Urban Cluster",C,4277,1839,1.973,0.001,39.153421,-77.980386,0.6833561098694908,-1.3610144876760908
m7354,7354,"Bethany, MO Urban Cluster",C,2652,1332,1.532,0.0,40.265875,-94.035182,0.7027720949464717,-1.6412235386121066
m7381,7381,"Bethel, AK Urban Cluster",C,4434,1743,2.422,0.058,60.79492,-161.782459,1.061071522486551,-2.8236365815227327
m7408,7408,"Bethel, OH Urban Cluster",C,3239,1395,1.624,0.002,38.964135,-84.083101,0.6800524459415608,-1.4675269577369365
m7462,7462,"Beulah, ND Urban Cluster",C,2949,1442,1.382,0.0,47.265005,-101.781735,0.8249299582215825,-1.7764263941423508
m7489,7489,"Bicknell, IN Urban Cluster",C,3217,1656,1.693,0.0,38.776776,-87.305074,0.6767824145083167,-1.523760994997296
m7508,7508,"Big Bear City, CA Urban Cluster",C,15873,20707,16.149,0.213,34.246421,-116.879711,0.5977128034741289,-2.0399357857294342
m7543,7543,"Big Lake, TX Urban Cluster",C,2919,1081,1.064,0.0,31.19452,-101.459125,0.5444470825792216,-1.7707957874424918
m7597,7597,"Big Pine Key, FL Urban Cluster",C,7540,5958,7.621,1.456,24.664177,-81.418596,0.43047109594465743,-1.421022572551085
m7624,7624,"Big Rapids, MI Urban Cluster",C,14241,5117,9.317,0.066,43.686655,-85.474765,0.7624759689328434,-1.491816076618411
m7651,7651,"Big Spring, TX Urban Cluster",C,27987,9922,14.725,0.026,32.244366,-101.470756,0.5627703519181139,-1.7709987866877912
m7678,7678,"Big Stone Gap, VA Urban Cluster",C,8240,3390,6.219,0.094,36.872925,-82.760612,0.6435539460909301,-1.4444451703655292
m7705,7705,"Billings, MT Urbanized Area",U,114773,50475,52.965,0.188,45.79132,-108.53184,0.7992093028343297,-1.8942379512476823
m7732,7732,"Binghamton, NY--PA Urbanized Area",U,158084,71772,74.142,3.492,42.105366,-75.962775,0.7348772694572747,-1.3258005327016356
m7759,7759,"Birch Bay, WA Urban Cluster",C,12737,7626,12.544,0.05,48.955394,-122.756978,0.8544328119110768,-2.1425134458982438
m7786,7786,"Birmingham, AL Urbanized Area",U,749495,337693,529.896,4.031,33.469106,-86.791975,0.5841460973989892,-1.5148057280586054
m7813,7813,"Bisbee, AZ Urban Cluster",C,5541,3253,3.119,0.0,31.392958,-109.920071,0.547910479040294,-1.9184671529759356
m7824,7824,"Biscoe, NC Urban Cluster",C,2821,1071,3.539,0.0,35.371683,-79.784142,0.6173523303217053,-1.3924959687786937
m7840,7840,"Bishop, CA Urban Cluster",C,9935,4619,4.26,0.02,37.365976,-118.415939,0.6521593094211808,-2.0667480223907613
m7867,7867,"Bishop, TX Urban Cluster",C,3116,1256,1.44,0.0,27.584789,-97.795576,0.4814453915179141,-1.706854795084346
m7894,7894,"Bishopville, SC Urban Cluster",C,5391,1712,2.304,0.0,34.218215,-80.247396,0.5972205159053114,-1.4005812763517274
m7921,7921,"Bismarck, ND Urbanized Area",U,81955,37317,38.758,0.696,46.819853,-100.800391,0.8171605901497446,-1.7592987102476596
m7948,7948,"Blackfoot, ID Urban Cluster",C,15352,5686,12.361,0.028,43.19907,-112.389519,0.7539660052995067,-1.961567151282725
m7975,7975,"Black River Falls, WI Urban Cluster",C,5677,2234,5.372,0.069,44.307328,-90.841897,0.7733087563610741,-1.5854902014075594
m8002,8002,"Blacksburg, VA Urbanized Area",U,88542,35430,51.21,0.221,37.123193,-80.421067,0.6479219467033113,-1.4036124071169584
m8029,8029,"Blackshear, GA Urban Cluster",C,3873,1742,3.364,0.014,31.29937,-82.243468,0.5462770602999375,-1.4354193048585957
m8056,8056,"Blackstone, VA Urban Cluster",C,3232,1476,1.673,0.001,37.078886,-78.000023,0.64714864367163,-1.361357217981305
m8083,8083,"Blackwell, OK Urban Cluster",C,6916,3315,3.523,0.007,36.799819,-97.29264,0.6422780056879671,-1.698076905957536
m8137,8137,"Blair, NE Urban Cluster",C,7844,3312,4.013,0.0,41.544788,-96.132528,0.72509333764303,-1.677829131865639
m8164,8164,"Blairsville, PA Urban Cluster",C,7060,3231,6.082,0.034,40.443612,-79.227356,0.7058741907990889,-1.3827782198496845
m8191,8191,"Blakely, GA Urban Cluster",C,3748,1513,3.073,0.0,31.37586,-84.934876,0.547612062644788,-1.4823932359731113
m8209,8209,"Blanchard, OK Urban Cluster",C,3434,1391,3.268,0.002,35.154806,-97.657234,0.6135671125998577,-1.704440271690552
m8218,8218,"Blanchester, OH Urban Cluster",C,4184,1829,2.912,0.098,39.287549,-83.975993,0.6856970850886057,-1.4656575704817105
m8245,8245,"Blanding, UT Urban Cluster",C,3264,1059,1.67,0.0,37.625871,-109.481413,0.6566953328806513,-1.9108111265857226
m8272,8272,"Blissfield, MI Urban Cluster",C,3303,1460,1.817,0.012,41.835576,-83.870515,0.7301685456683193,-1.463816632093292
m8299,8299,"Bloomer, WI Urban Cluster",C,3348,1566,1.966,0.13,45.10406,-91.494219,0.7872143530170735,-1.596875368090754
m8326,8326,"Bloomfield, IN Urban Cluster",C,2521,1263,1.225,0.0,39.025952,-86.938663,0.681131356125266,-1.517365916631771
m8353,8353,"Bloomfield, NM Urban Cluster",C,9892,3710,7.544,0.04,36.711886,-107.985398,0.640743285316811,-1.8847007391764996
m8380,8380,"Bloomington, IN Urbanized Area",U,108657,45637,44.798,0.02,39.162873,-86.548361,0.6835210783903892,-1.510553861654652
m8407,8407,"Bloomington--Normal, IL Urbanized Area",U,132600,54479,49.194,0.074,40.493927,-88.978753,0.7067523532122298,-1.552972204168782
m8434,8434,"Bloomsburg--Berwick, PA Urbanized Area",U,53618,23149,32.685,1.21,41.016958,-76.41213,0.7158809662522283,-1.3336432569619348
m8461,8461,"Blountstown, FL Urban Cluster",C,4751,1349,3.942,0.01,30.434752,-85.056215,0.5311866294279293,-1.4845110010341886
m8488,8488,"Blue Earth, MN Urban Cluster",C,3257,1595,1.743,0.016,43.637847,-94.100266,0.76162410863153,-1.6423594687024745
m8515,8515,"Bluefield, WV--VA Urban Cluster",C,44092,21466,42.486,0.168,37.246327,-81.322235,0.650071040424462,-1.4193407558305708
m8542,8542,"Bluffton, IN Urban Cluster",C,9952,4553,6.644,0.077,40.751051,-85.171967,0.7112400135981276,-1.486531254549957
m8569,8569,"Bluffton, OH Urban Cluster",C,4215,1556,2.185,0.063,40.890826,-83.894537,0.7136795475601028,-1.464235895086206
m8623,8623,"Blythe, CA--AZ Urban Cluster",C,12967,5251,6.178,0.001,33.611802,-114.586127,0.586636612428415,-1.9999051932583727
m8650,8650,"Blytheville, AR Urban Cluster",C,18219,8386,9.109,0.029,35.930795,-89.924251,0.627110675609116,-1.5694742573398033
m8677,8677,"Boardman, OR Urban Cluster",C,3362,1055,2.878,0.0,45.835559,-119.696376,0.7999814190421196,-2.0890958639051203
m8704,8704,"Boerne, TX Urban Cluster",C,10467,4530,7.002,0.0,29.781745,-98.72674,0.5197895072393586,-1.7231066727603868
m8731,8731,"Bogalusa, LA Urban Cluster",C,12213,5780,8.287,0.03,30.780931,-89.86452,0.5372285927791907,-1.5684317547242945
m8749,8749,"Boiling Spring Lakes, NC Urban Cluster",C,4397,1975,3.487,0.547,34.041667,-78.04488,0.5941391720175004,-1.3621401203238723
m8758,8758,"Boiling Springs, NC Urban Cluster",C,4549,1401,3.67,0.0,35.256034,-81.657863,0.6153338744950665,-1.4251985694924545
m8785,8785,"Boise City, ID Urbanized Area",U,349684,146177,133.828,1.616,43.617235,-116.292336,0.761264361366109,-2.0296841580355323
m8812,8812,"Bolivar, MO Urban Cluster",C,9693,4184,5.366,0.008,37.606697,-93.416709,0.656360683449874,-1.6304291484274196
m8839,8839,"Bolivar, OH Urban Cluster",C,3717,1589,3.615,0.014,40.639605,-81.432248,0.7092949139599503,-1.4212608449005673
m8866,8866,"Bolivar, TN Urban Cluster",C,5394,2220,4.988,0.0,35.259901,-88.9952,0.6154013663772411,-1.5532592584708573
m8893,8893,"Bonadelle Ranchos-Madera Ranchos, CA Urban Cluster",C,8024,2732,8.89,0.0,36.986902,-119.873482,0.6455432200124757,-2.0921869467301573
m8920,8920,"Bonham, TX Urban Cluster",C,9995,3332,5.21,0.0,33.588004,-96.184028,0.5862212589730255,-1.6787279764304166
m8947,8947,"Bonifay, FL Urban Cluster",C,4230,1268,3.57,0.011,30.778853,-85.6824,0.5371923248373343,-1.4954399910107894
m8974,8974,"Bonita Springs, FL Urbanized Area",U,310298,209911,186.96,14.307,26.210606,-81.744876,0.45746137364298084,-1.4267172328344924
m8992,8992,"Bonneauville, PA Urban Cluster",C,4427,1811,3.179,0.226,39.812523,-77.173011,0.6948596098759704,-1.3469231356278017
m9001,9001,"Bonners Ferry, ID Urban Cluster",C,2613,1288,2.042,0.025,48.689926,-116.322351,0.8497995212523924,-2.0302080186105185
m9028,9028,"Boone, IA Urban Cluster",C,12793,5981,9.273,0.0,42.056693,-93.880639,0.7340277653504516,-1.6385262544261967
m9055,9055,"Boone, NC Urban Cluster",C,22763,8927,13.467,0.042,36.212553,-81.651366,0.6320282804029501,-1.4250851754509521
m9082,9082,"Booneville, AR Urban Cluster",C,3335,1554,1.924,0.0,35.138439,-93.920088,0.6132814545611837,-1.639214769362816
m9109,9109,"Booneville, MS Urban Cluster",C,6050,2565,5.625,0.009,34.658373,-88.554475,0.6049027222343045,-1.5455671561250055
m9163,9163,"Boonville, IN Urban Cluster",C,6258,2914,2.581,0.013,38.046357,-87.272626,0.6640341980391922,-1.5231946705616088
m9190,9190,"Boonville, MO Urban Cluster",C,9229,3752,5.726,0.088,38.971691,-92.74673,0.6801843230198414,-1.6187358089582002
m9217,9217,"Borger, TX Urban Cluster",C,13574,6468,12.566,0.004,35.666797,-101.399608,0.622503041290436,-1.7697570198315824
m9244,9244,"Boscobel, WI Urban Cluster",C,3261,1322,1.542,0.0,43.136647,-90.699795,0.7528765184205345,-1.5830100536338902
m9271,9271,"Boston, MA--NH--RI Urbanized Area",U,4181019,1719241,1873.456,77.943,42.373132,-71.140708,0.7395506677821698,-1.2416395867998702
m9298,9298,"Boulder, CO Urbanized Area",U,114591,51299,32.487,0.273,40.027135,-105.23905,0.6986052958902605,-1.8367679241709387
m9325,9325,"Boulder City, NV Urban Cluster",C,13866,6981,6.066,0.0,35.971031,-114.842409,0.6278129262869484,-2.0043781579719684
m9352,9352,"Bowie, TX Urban Cluster",C,5143,2459,4.042,0.018,33.558499,-97.843269,0.5857062995772245,-1.7076871949644996
m9379,9379,"Bowling Green, KY Urbanized Area",U,78306,32586,45.403,0.246,36.955691,-86.439165,0.6449984852996358,-1.5086480319246445
m9406,9406,"Bowling Green, MO Urban Cluster",C,5356,1493,2.305,0.007,39.346265,-91.203109,0.6867218726122067,-1.5917945401052729
m9433,9433,"Bowling Green, OH Urban Cluster",C,30738,12582,12.299,0.111,41.375434,-83.64958,0.7221375527416075,-1.4599605889103981
m9460,9460,"Box Elder, SD Urban Cluster",C,7885,2873,8.085,0.007,44.127283,-103.075728,0.7701663783093209,-1.7990108324901095
m9487,9487,"Boyne City, MI Urban Cluster",C,3501,2184,2.772,0.022,45.212106,-85.01253,0.7891001114606834,-1.483748553950455
m9514,9514,"Bozeman, MT Urban Cluster",C,43164,19927,19.473,0.048,45.683915,-111.057555,0.7973347319512253,-1.9383199939646911
m9532,9532,"Brackettville, TX Urban Cluster",C,2862,1427,2.747,0.003,29.302599,-100.412224,0.5114268319415979,-1.7525239180500705
m9541,9541,"Bradford, PA--NY Urban Cluster",C,12083,5345,5.3,0.074,41.960586,-78.643348,0.7323503817662373,-1.3725853573916975
m9568,9568,"Brady, TX Urban Cluster",C,5357,2489,2.863,0.009,31.130533,-99.33716,0.5433302987507479,-1.7337605115804104
m9600,9600,"Braidwood--Coal City--Wilmington, IL Urban Cluster",C,22685,9729,15.07,0.468,41.268523,-88.242632,0.7202716037850079,-1.5401244690257088
m9622,9622,"Brainerd, MN Urban Cluster",C,19812,8945,17.732,1.451,46.358486,-94.218876,0.8091082169396959,-1.6444296037282646
m9649,9649,"Brandon, SD Urban Cluster",C,8173,3009,3.31,0.004,43.596301,-96.571764,0.7608989941404963,-1.6854952462589292
